"scenario","year","variable","value","units","v"
"historical",1811,"NBP",0.0592949037854257,"Pg C/yr","2.5"
"historical",1812,"NBP",0.0606197908463343,"Pg C/yr","2.5"
"historical",1813,"NBP",0.0090976252072254,"Pg C/yr","2.5"
"historical",1814,"NBP",-0.0350226191100249,"Pg C/yr","2.5"
"historical",1815,"NBP",-0.0219313341105083,"Pg C/yr","2.5"
"historical",1816,"NBP",0.0916753278420129,"Pg C/yr","2.5"
"historical",1817,"NBP",0.196561478399153,"Pg C/yr","2.5"
"historical",1818,"NBP",0.172659729080845,"Pg C/yr","2.5"
"historical",1819,"NBP",0.0718620727878964,"Pg C/yr","2.5"
"historical",1820,"NBP",-0.0214091485388006,"Pg C/yr","2.5"
"historical",1821,"NBP",-0.0846913551759294,"Pg C/yr","2.5"
"historical",1822,"NBP",-0.123326125105553,"Pg C/yr","2.5"
"historical",1823,"NBP",-0.148296251515794,"Pg C/yr","2.5"
"historical",1824,"NBP",-0.165838233018186,"Pg C/yr","2.5"
"historical",1825,"NBP",-0.178836611782177,"Pg C/yr","2.5"
"historical",1826,"NBP",-0.188735532966061,"Pg C/yr","2.5"
"historical",1827,"NBP",-0.196368237435927,"Pg C/yr","2.5"
"historical",1828,"NBP",-0.202271508050062,"Pg C/yr","2.5"
"historical",1829,"NBP",-0.206509954576807,"Pg C/yr","2.5"
"historical",1830,"NBP",-0.207305866562513,"Pg C/yr","2.5"
"historical",1831,"NBP",-0.192905671926604,"Pg C/yr","2.5"
"historical",1832,"NBP",-0.157313676769935,"Pg C/yr","2.5"
"historical",1833,"NBP",-0.129638322093731,"Pg C/yr","2.5"
"historical",1834,"NBP",-0.135648002066361,"Pg C/yr","2.5"
"historical",1835,"NBP",-0.129080730684175,"Pg C/yr","2.5"
"historical",1836,"NBP",-0.0779319182362854,"Pg C/yr","2.5"
"historical",1837,"NBP",-0.048360949525694,"Pg C/yr","2.5"
"historical",1838,"NBP",-0.0752867065752142,"Pg C/yr","2.5"
"historical",1839,"NBP",-0.121305773009947,"Pg C/yr","2.5"
"historical",1840,"NBP",-0.15760455051059,"Pg C/yr","2.5"
"historical",1841,"NBP",-0.178237207429931,"Pg C/yr","2.5"
"historical",1842,"NBP",-0.190082251392548,"Pg C/yr","2.5"
"historical",1843,"NBP",-0.198731301929049,"Pg C/yr","2.5"
"historical",1844,"NBP",-0.203129745456188,"Pg C/yr","2.5"
"historical",1845,"NBP",-0.205299747920166,"Pg C/yr","2.5"
"historical",1846,"NBP",-0.209169797525046,"Pg C/yr","2.5"
"historical",1847,"NBP",-0.214030525996128,"Pg C/yr","2.5"
"historical",1848,"NBP",-0.21793891077087,"Pg C/yr","2.5"
"historical",1849,"NBP",-0.220442086992139,"Pg C/yr","2.5"
"historical",1850,"NBP",-0.220559685208191,"Pg C/yr","2.5"
"historical",1851,"NBP",-0.206327532127234,"Pg C/yr","2.5"
"historical",1852,"NBP",-0.251519189021506,"Pg C/yr","2.5"
"historical",1853,"NBP",-0.24392305069052,"Pg C/yr","2.5"
"historical",1854,"NBP",-0.236363579413867,"Pg C/yr","2.5"
"historical",1855,"NBP",-0.228349494346816,"Pg C/yr","2.5"
"historical",1856,"NBP",-0.218726140021026,"Pg C/yr","2.5"
"historical",1857,"NBP",-0.177685050424406,"Pg C/yr","2.5"
"historical",1858,"NBP",-0.133312251215976,"Pg C/yr","2.5"
"historical",1859,"NBP",-0.130093010416922,"Pg C/yr","2.5"
"historical",1860,"NBP",-0.152111445743691,"Pg C/yr","2.5"
"historical",1861,"NBP",-0.176637676709372,"Pg C/yr","2.5"
"historical",1862,"NBP",-0.125940129806659,"Pg C/yr","2.5"
"historical",1863,"NBP",-0.120145217675058,"Pg C/yr","2.5"
"historical",1864,"NBP",-0.116649391486544,"Pg C/yr","2.5"
"historical",1865,"NBP",-0.119673439083959,"Pg C/yr","2.5"
"historical",1866,"NBP",-0.123017552870582,"Pg C/yr","2.5"
"historical",1867,"NBP",-0.122881436767436,"Pg C/yr","2.5"
"historical",1868,"NBP",-0.12108068086514,"Pg C/yr","2.5"
"historical",1869,"NBP",-0.117651241499302,"Pg C/yr","2.5"
"historical",1870,"NBP",-0.112954457643281,"Pg C/yr","2.5"
"historical",1871,"NBP",-0.126684092927141,"Pg C/yr","2.5"
"historical",1872,"NBP",-0.201216596606899,"Pg C/yr","2.5"
"historical",1873,"NBP",-0.202348898941766,"Pg C/yr","2.5"
"historical",1874,"NBP",-0.197867441809221,"Pg C/yr","2.5"
"historical",1875,"NBP",-0.195229647555291,"Pg C/yr","2.5"
"historical",1876,"NBP",-0.193714222825977,"Pg C/yr","2.5"
"historical",1877,"NBP",-0.187233750166367,"Pg C/yr","2.5"
"historical",1878,"NBP",-0.18246124409644,"Pg C/yr","2.5"
"historical",1879,"NBP",-0.181533408399929,"Pg C/yr","2.5"
"historical",1880,"NBP",-0.181083996179304,"Pg C/yr","2.5"
"historical",1881,"NBP",-0.201787914753273,"Pg C/yr","2.5"
"historical",1882,"NBP",-0.149349058070539,"Pg C/yr","2.5"
"historical",1883,"NBP",-0.135601993038598,"Pg C/yr","2.5"
"historical",1884,"NBP",-0.0501110732871632,"Pg C/yr","2.5"
"historical",1885,"NBP",0.0356824168640678,"Pg C/yr","2.5"
"historical",1886,"NBP",0.059506972199024,"Pg C/yr","2.5"
"historical",1887,"NBP",0.0381519165636963,"Pg C/yr","2.5"
"historical",1888,"NBP",0.0200817930294809,"Pg C/yr","2.5"
"historical",1889,"NBP",0.00688874543276941,"Pg C/yr","2.5"
"historical",1890,"NBP",0.00719127476342207,"Pg C/yr","2.5"
"historical",1891,"NBP",0.0145734006137076,"Pg C/yr","2.5"
"historical",1892,"NBP",0.00235495888357207,"Pg C/yr","2.5"
"historical",1893,"NBP",-0.0091284766822658,"Pg C/yr","2.5"
"historical",1894,"NBP",-0.0401993659328078,"Pg C/yr","2.5"
"historical",1895,"NBP",-0.058664958402345,"Pg C/yr","2.5"
"historical",1896,"NBP",-0.0657909421369142,"Pg C/yr","2.5"
"historical",1897,"NBP",-0.0589013198104658,"Pg C/yr","2.5"
"historical",1898,"NBP",-0.0454450492609134,"Pg C/yr","2.5"
"historical",1899,"NBP",-0.042565389605805,"Pg C/yr","2.5"
"historical",1900,"NBP",-0.0466668087147548,"Pg C/yr","2.5"
"historical",1901,"NBP",-0.0982222108662131,"Pg C/yr","2.5"
"historical",1902,"NBP",-0.0933123420446302,"Pg C/yr","2.5"
"historical",1903,"NBP",-0.0768664092720429,"Pg C/yr","2.5"
"historical",1904,"NBP",-0.0395452553119757,"Pg C/yr","2.5"
"historical",1905,"NBP",-0.0405833087675687,"Pg C/yr","2.5"
"historical",1906,"NBP",-0.0793022993792128,"Pg C/yr","2.5"
"historical",1907,"NBP",-0.0930452179184764,"Pg C/yr","2.5"
"historical",1908,"NBP",-0.093721370132601,"Pg C/yr","2.5"
"historical",1909,"NBP",-0.0894236874761096,"Pg C/yr","2.5"
"historical",1910,"NBP",-0.0872358062912598,"Pg C/yr","2.5"
"historical",1911,"NBP",-0.036637044851057,"Pg C/yr","2.5"
"historical",1912,"NBP",0.00205671258865292,"Pg C/yr","2.5"
"historical",1913,"NBP",0.0522000579222797,"Pg C/yr","2.5"
"historical",1914,"NBP",0.0873477198164693,"Pg C/yr","2.5"
"historical",1915,"NBP",0.0983988972739033,"Pg C/yr","2.5"
"historical",1916,"NBP",0.0901974501366293,"Pg C/yr","2.5"
"historical",1917,"NBP",0.0853193702254816,"Pg C/yr","2.5"
"historical",1918,"NBP",0.0849107665878317,"Pg C/yr","2.5"
"historical",1919,"NBP",0.0838411637617459,"Pg C/yr","2.5"
"historical",1920,"NBP",0.0858930335755899,"Pg C/yr","2.5"
"historical",1921,"NBP",0.0602509265939161,"Pg C/yr","2.5"
"historical",1922,"NBP",0.0804411894147524,"Pg C/yr","2.5"
"historical",1923,"NBP",0.0766310926905042,"Pg C/yr","2.5"
"historical",1924,"NBP",0.0767300895169165,"Pg C/yr","2.5"
"historical",1925,"NBP",0.0842420681727739,"Pg C/yr","2.5"
"historical",1926,"NBP",0.0889007668180277,"Pg C/yr","2.5"
"historical",1927,"NBP",0.0606018317574281,"Pg C/yr","2.5"
"historical",1928,"NBP",0.0678685260404939,"Pg C/yr","2.5"
"historical",1929,"NBP",0.0586791166611004,"Pg C/yr","2.5"
"historical",1930,"NBP",0.00553329882242681,"Pg C/yr","2.5"
"historical",1931,"NBP",0.0124225167826036,"Pg C/yr","2.5"
"historical",1932,"NBP",0.113396596815761,"Pg C/yr","2.5"
"historical",1933,"NBP",0.125426643137372,"Pg C/yr","2.5"
"historical",1934,"NBP",0.141623455427728,"Pg C/yr","2.5"
"historical",1935,"NBP",0.146534285399641,"Pg C/yr","2.5"
"historical",1936,"NBP",0.144704047600142,"Pg C/yr","2.5"
"historical",1937,"NBP",0.172727719733546,"Pg C/yr","2.5"
"historical",1938,"NBP",0.179119978078162,"Pg C/yr","2.5"
"historical",1939,"NBP",0.190470908144,"Pg C/yr","2.5"
"historical",1940,"NBP",0.210675508875855,"Pg C/yr","2.5"
"historical",1941,"NBP",0.234246828968817,"Pg C/yr","2.5"
"historical",1942,"NBP",0.222773392303292,"Pg C/yr","2.5"
"historical",1943,"NBP",0.237536803969284,"Pg C/yr","2.5"
"historical",1944,"NBP",0.242580483933957,"Pg C/yr","2.5"
"historical",1945,"NBP",0.248698645892504,"Pg C/yr","2.5"
"historical",1946,"NBP",0.178591616853239,"Pg C/yr","2.5"
"historical",1947,"NBP",0.153780144440397,"Pg C/yr","2.5"
"historical",1948,"NBP",0.15888822782378,"Pg C/yr","2.5"
"historical",1949,"NBP",0.164378678271203,"Pg C/yr","2.5"
"historical",1950,"NBP",0.166079212185041,"Pg C/yr","2.5"
"historical",1951,"NBP",-0.0166262153591281,"Pg C/yr","2.5"
"historical",1952,"NBP",-0.0150040813369172,"Pg C/yr","2.5"
"historical",1953,"NBP",0.0184391540086917,"Pg C/yr","2.5"
"historical",1954,"NBP",-0.001710149496567,"Pg C/yr","2.5"
"historical",1955,"NBP",-0.0140493922266569,"Pg C/yr","2.5"
"historical",1956,"NBP",-0.0397043189697186,"Pg C/yr","2.5"
"historical",1957,"NBP",-0.0352249605833639,"Pg C/yr","2.5"
"historical",1958,"NBP",-0.0494088357836726,"Pg C/yr","2.5"
"historical",1959,"NBP",0.101242547521424,"Pg C/yr","2.5"
"historical",1960,"NBP",0.146258993251649,"Pg C/yr","2.5"
"historical",1961,"NBP",0.132493706061547,"Pg C/yr","2.5"
"historical",1962,"NBP",0.184819327209604,"Pg C/yr","2.5"
"historical",1963,"NBP",0.220923551657888,"Pg C/yr","2.5"
"historical",1964,"NBP",0.295366091951483,"Pg C/yr","2.5"
"historical",1965,"NBP",0.374118910588721,"Pg C/yr","2.5"
"historical",1966,"NBP",0.383351191127701,"Pg C/yr","2.5"
"historical",1967,"NBP",0.388647254479964,"Pg C/yr","2.5"
"historical",1968,"NBP",0.468215477488545,"Pg C/yr","2.5"
"historical",1969,"NBP",0.511230495923207,"Pg C/yr","2.5"
"historical",1970,"NBP",0.602133648003865,"Pg C/yr","2.5"
"historical",1971,"NBP",0.753349971031639,"Pg C/yr","2.5"
"historical",1972,"NBP",0.790948254793532,"Pg C/yr","2.5"
"historical",1973,"NBP",0.823140389288309,"Pg C/yr","2.5"
"historical",1974,"NBP",0.847170512993101,"Pg C/yr","2.5"
"historical",1975,"NBP",0.896453783064802,"Pg C/yr","2.5"
"historical",1976,"NBP",0.878703685291242,"Pg C/yr","2.5"
"historical",1977,"NBP",0.900732787215115,"Pg C/yr","2.5"
"historical",1978,"NBP",0.922353391572216,"Pg C/yr","2.5"
"historical",1979,"NBP",0.975131084374618,"Pg C/yr","2.5"
"historical",1980,"NBP",1.04630239403597,"Pg C/yr","2.5"
"historical",1981,"NBP",1.05119858061763,"Pg C/yr","2.5"
"historical",1982,"NBP",0.933167708591885,"Pg C/yr","2.5"
"historical",1983,"NBP",0.98368086333851,"Pg C/yr","2.5"
"historical",1984,"NBP",1.01079551228853,"Pg C/yr","2.5"
"historical",1985,"NBP",1.01344336017372,"Pg C/yr","2.5"
"historical",1986,"NBP",1.00137335554677,"Pg C/yr","2.5"
"historical",1987,"NBP",1.00148368357319,"Pg C/yr","2.5"
"historical",1988,"NBP",0.997005858428014,"Pg C/yr","2.5"
"historical",1989,"NBP",1.01177323505003,"Pg C/yr","2.5"
"historical",1990,"NBP",1.04060505332416,"Pg C/yr","2.5"
"historical",1991,"NBP",1.00596217122182,"Pg C/yr","2.5"
"historical",1992,"NBP",1.18359377525208,"Pg C/yr","2.5"
"historical",1993,"NBP",1.30664060783612,"Pg C/yr","2.5"
"historical",1994,"NBP",1.33595516871208,"Pg C/yr","2.5"
"historical",1995,"NBP",1.3265377098361,"Pg C/yr","2.5"
"historical",1996,"NBP",1.33260049355842,"Pg C/yr","2.5"
"historical",1997,"NBP",1.36110457324028,"Pg C/yr","2.5"
"historical",1998,"NBP",1.36836289667952,"Pg C/yr","2.5"
"historical",1999,"NBP",1.40634632523219,"Pg C/yr","2.5"
"historical",2000,"NBP",1.4452768656894,"Pg C/yr","2.5"
"historical",2001,"NBP",1.46858185688199,"Pg C/yr","2.5"
"historical",2002,"NBP",1.38068540677741,"Pg C/yr","2.5"
"historical",2003,"NBP",1.40363909091097,"Pg C/yr","2.5"
"historical",2004,"NBP",1.40783539879459,"Pg C/yr","2.5"
"historical",2005,"NBP",1.48252496464553,"Pg C/yr","2.5"
"historical",2006,"NBP",1.57378875631224,"Pg C/yr","2.5"
"historical",2007,"NBP",1.67131464259815,"Pg C/yr","2.5"
"historical",2008,"NBP",1.76701716110704,"Pg C/yr","2.5"
"historical",2009,"NBP",1.85544682623875,"Pg C/yr","2.5"
"historical",2010,"NBP",1.93887804563908,"Pg C/yr","2.5"
"historical",2011,"NBP",2.01840242930689,"Pg C/yr","2.5"
"historical",2012,"NBP",2.09352855261662,"Pg C/yr","2.5"
"historical",2013,"NBP",2.17350506114018,"Pg C/yr","2.5"
"historical",2014,"NBP",2.23195490507521,"Pg C/yr","2.5"
"historical",2015,"NBP",2.29964497603773,"Pg C/yr","2.5"
"historical",2016,"NBP",2.36565618873494,"Pg C/yr","2.5"
"historical",2017,"NBP",2.42950399815051,"Pg C/yr","2.5"
"historical",2018,"NBP",2.48975263192961,"Pg C/yr","2.5"
"historical",2019,"NBP",2.54634384733425,"Pg C/yr","2.5"
"historical",2020,"NBP",2.60121556254206,"Pg C/yr","2.5"
"historical",1750,"Ca",276.096823718823,"ppmv CO2","2.5"
"historical",1751,"Ca",276.098336876541,"ppmv CO2","2.5"
"historical",1752,"Ca",276.099783852998,"ppmv CO2","2.5"
"historical",1753,"Ca",276.101097609887,"ppmv CO2","2.5"
"historical",1754,"Ca",276.102276314129,"ppmv CO2","2.5"
"historical",1755,"Ca",276.103343957003,"ppmv CO2","2.5"
"historical",1756,"Ca",276.104308515715,"ppmv CO2","2.5"
"historical",1757,"Ca",276.105162731105,"ppmv CO2","2.5"
"historical",1758,"Ca",276.105904837041,"ppmv CO2","2.5"
"historical",1759,"Ca",276.106546211798,"ppmv CO2","2.5"
"historical",1760,"Ca",276.107100294008,"ppmv CO2","2.5"
"historical",1761,"Ca",276.107571511828,"ppmv CO2","2.5"
"historical",1762,"Ca",276.107957512103,"ppmv CO2","2.5"
"historical",1763,"Ca",276.108258280658,"ppmv CO2","2.5"
"historical",1764,"Ca",276.108479425809,"ppmv CO2","2.5"
"historical",1765,"Ca",276.108627520279,"ppmv CO2","2.5"
"historical",1766,"Ca",276.108705397795,"ppmv CO2","2.5"
"historical",1767,"Ca",276.109938037979,"ppmv CO2","2.5"
"historical",1768,"Ca",276.1254567424,"ppmv CO2","2.5"
"historical",1769,"Ca",276.160008103982,"ppmv CO2","2.5"
"historical",1770,"Ca",276.198403509625,"ppmv CO2","2.5"
"historical",1771,"Ca",276.230733080823,"ppmv CO2","2.5"
"historical",1772,"Ca",276.261145232174,"ppmv CO2","2.5"
"historical",1773,"Ca",276.297923316861,"ppmv CO2","2.5"
"historical",1774,"Ca",276.341784131343,"ppmv CO2","2.5"
"historical",1775,"Ca",276.389970102941,"ppmv CO2","2.5"
"historical",1776,"Ca",276.440545333437,"ppmv CO2","2.5"
"historical",1777,"Ca",276.492629363548,"ppmv CO2","2.5"
"historical",1778,"Ca",276.545881784835,"ppmv CO2","2.5"
"historical",1779,"Ca",276.600004966466,"ppmv CO2","2.5"
"historical",1780,"Ca",276.654833491846,"ppmv CO2","2.5"
"historical",1781,"Ca",276.71042106158,"ppmv CO2","2.5"
"historical",1782,"Ca",276.767102318542,"ppmv CO2","2.5"
"historical",1783,"Ca",276.824823621969,"ppmv CO2","2.5"
"historical",1784,"Ca",276.880937571323,"ppmv CO2","2.5"
"historical",1785,"Ca",276.927148063288,"ppmv CO2","2.5"
"historical",1786,"Ca",276.962167375583,"ppmv CO2","2.5"
"historical",1787,"Ca",277.000026347788,"ppmv CO2","2.5"
"historical",1788,"Ca",277.04972733149,"ppmv CO2","2.5"
"historical",1789,"Ca",277.107921941219,"ppmv CO2","2.5"
"historical",1790,"Ca",277.169188474427,"ppmv CO2","2.5"
"historical",1791,"Ca",277.220398753155,"ppmv CO2","2.5"
"historical",1792,"Ca",277.252334253951,"ppmv CO2","2.5"
"historical",1793,"Ca",277.281398840617,"ppmv CO2","2.5"
"historical",1794,"Ca",277.324940273519,"ppmv CO2","2.5"
"historical",1795,"Ca",277.381594766515,"ppmv CO2","2.5"
"historical",1796,"Ca",277.443302137978,"ppmv CO2","2.5"
"historical",1797,"Ca",277.503973067726,"ppmv CO2","2.5"
"historical",1798,"Ca",277.56387397407,"ppmv CO2","2.5"
"historical",1799,"Ca",277.625984948256,"ppmv CO2","2.5"
"historical",1800,"Ca",277.690588603354,"ppmv CO2","2.5"
"historical",1801,"Ca",277.756564009331,"ppmv CO2","2.5"
"historical",1802,"Ca",277.823099002627,"ppmv CO2","2.5"
"historical",1803,"Ca",277.890325392092,"ppmv CO2","2.5"
"historical",1804,"Ca",277.957865057405,"ppmv CO2","2.5"
"historical",1805,"Ca",278.025088580429,"ppmv CO2","2.5"
"historical",1806,"Ca",278.092202016465,"ppmv CO2","2.5"
"historical",1807,"Ca",278.159546461607,"ppmv CO2","2.5"
"historical",1808,"Ca",278.227193412032,"ppmv CO2","2.5"
"historical",1809,"Ca",278.294877216571,"ppmv CO2","2.5"
"historical",1810,"Ca",278.311507513453,"ppmv CO2","2.5"
"historical",1811,"Ca",278.188855004951,"ppmv CO2","2.5"
"historical",1812,"Ca",277.985082488681,"ppmv CO2","2.5"
"historical",1813,"Ca",277.827356144588,"ppmv CO2","2.5"
"historical",1814,"Ca",277.761047181302,"ppmv CO2","2.5"
"historical",1815,"Ca",277.756889192098,"ppmv CO2","2.5"
"historical",1816,"Ca",277.725836108248,"ppmv CO2","2.5"
"historical",1817,"Ca",277.536480305998,"ppmv CO2","2.5"
"historical",1818,"Ca",277.226497588662,"ppmv CO2","2.5"
"historical",1819,"Ca",276.986995878219,"ppmv CO2","2.5"
"historical",1820,"Ca",276.904249603764,"ppmv CO2","2.5"
"historical",1821,"Ca",276.937966927235,"ppmv CO2","2.5"
"historical",1822,"Ca",277.02905713103,"ppmv CO2","2.5"
"historical",1823,"Ca",277.139147022152,"ppmv CO2","2.5"
"historical",1824,"Ca",277.252422173522,"ppmv CO2","2.5"
"historical",1825,"Ca",277.363588936708,"ppmv CO2","2.5"
"historical",1826,"Ca",277.471637529428,"ppmv CO2","2.5"
"historical",1827,"Ca",277.576836041652,"ppmv CO2","2.5"
"historical",1828,"Ca",277.679757918807,"ppmv CO2","2.5"
"historical",1829,"Ca",277.780920052073,"ppmv CO2","2.5"
"historical",1830,"Ca",277.880070414177,"ppmv CO2","2.5"
"historical",1831,"Ca",277.975709859076,"ppmv CO2","2.5"
"historical",1832,"Ca",278.048866569181,"ppmv CO2","2.5"
"historical",1833,"Ca",278.074044167064,"ppmv CO2","2.5"
"historical",1834,"Ca",278.070120240353,"ppmv CO2","2.5"
"historical",1835,"Ca",278.086092129529,"ppmv CO2","2.5"
"historical",1836,"Ca",278.099410383588,"ppmv CO2","2.5"
"historical",1837,"Ca",278.049502628575,"ppmv CO2","2.5"
"historical",1838,"Ca",277.974792866425,"ppmv CO2","2.5"
"historical",1839,"Ca",277.952841685764,"ppmv CO2","2.5"
"historical",1840,"Ca",277.998037175656,"ppmv CO2","2.5"
"historical",1841,"Ca",278.08526708091,"ppmv CO2","2.5"
"historical",1842,"Ca",278.18744849571,"ppmv CO2","2.5"
"historical",1843,"Ca",278.292463524769,"ppmv CO2","2.5"
"historical",1844,"Ca",278.397946531554,"ppmv CO2","2.5"
"historical",1845,"Ca",278.500258363965,"ppmv CO2","2.5"
"historical",1846,"Ca",278.599472166805,"ppmv CO2","2.5"
"historical",1847,"Ca",278.699530464757,"ppmv CO2","2.5"
"historical",1848,"Ca",278.802562172323,"ppmv CO2","2.5"
"historical",1849,"Ca",278.907895508569,"ppmv CO2","2.5"
"historical",1850,"Ca",279.014100128529,"ppmv CO2","2.5"
"historical",1851,"Ca",279.119219302555,"ppmv CO2","2.5"
"historical",1852,"Ca",279.217813823885,"ppmv CO2","2.5"
"historical",1853,"Ca",279.322449657287,"ppmv CO2","2.5"
"historical",1854,"Ca",279.436083336851,"ppmv CO2","2.5"
"historical",1855,"Ca",279.54879309858,"ppmv CO2","2.5"
"historical",1856,"Ca",279.660412661148,"ppmv CO2","2.5"
"historical",1857,"Ca",279.757445762228,"ppmv CO2","2.5"
"historical",1858,"Ca",279.801218167261,"ppmv CO2","2.5"
"historical",1859,"Ca",279.796287795018,"ppmv CO2","2.5"
"historical",1860,"Ca",279.807922878182,"ppmv CO2","2.5"
"historical",1861,"Ca",279.866440146041,"ppmv CO2","2.5"
"historical",1862,"Ca",279.958548217406,"ppmv CO2","2.5"
"historical",1863,"Ca",280.047037638029,"ppmv CO2","2.5"
"historical",1864,"Ca",280.11573927352,"ppmv CO2","2.5"
"historical",1865,"Ca",280.183054494095,"ppmv CO2","2.5"
"historical",1866,"Ca",280.258794666668,"ppmv CO2","2.5"
"historical",1867,"Ca",280.341950772294,"ppmv CO2","2.5"
"historical",1868,"Ca",280.428960967104,"ppmv CO2","2.5"
"historical",1869,"Ca",280.517406172869,"ppmv CO2","2.5"
"historical",1870,"Ca",280.605332737007,"ppmv CO2","2.5"
"historical",1871,"Ca",280.691185438489,"ppmv CO2","2.5"
"historical",1872,"Ca",280.779807566602,"ppmv CO2","2.5"
"historical",1873,"Ca",280.892402608386,"ppmv CO2","2.5"
"historical",1874,"Ca",281.02380740812,"ppmv CO2","2.5"
"historical",1875,"Ca",281.149878798614,"ppmv CO2","2.5"
"historical",1876,"Ca",281.273989723174,"ppmv CO2","2.5"
"historical",1877,"Ca",281.399784661562,"ppmv CO2","2.5"
"historical",1878,"Ca",281.519694719082,"ppmv CO2","2.5"
"historical",1879,"Ca",281.636177887493,"ppmv CO2","2.5"
"historical",1880,"Ca",281.757598101632,"ppmv CO2","2.5"
"historical",1881,"Ca",281.89001677656,"ppmv CO2","2.5"
"historical",1882,"Ca",282.034618107486,"ppmv CO2","2.5"
"historical",1883,"Ca",282.174679992622,"ppmv CO2","2.5"
"historical",1884,"Ca",282.295500481163,"ppmv CO2","2.5"
"historical",1885,"Ca",282.317351621631,"ppmv CO2","2.5"
"historical",1886,"Ca",282.230558841987,"ppmv CO2","2.5"
"historical",1887,"Ca",282.158325861605,"ppmv CO2","2.5"
"historical",1888,"Ca",282.149051443862,"ppmv CO2","2.5"
"historical",1889,"Ca",282.189672868589,"ppmv CO2","2.5"
"historical",1890,"Ca",282.260859128948,"ppmv CO2","2.5"
"historical",1891,"Ca",282.33848736924,"ppmv CO2","2.5"
"historical",1892,"Ca",282.416382754345,"ppmv CO2","2.5"
"historical",1893,"Ca",282.500525445349,"ppmv CO2","2.5"
"historical",1894,"Ca",282.602107932362,"ppmv CO2","2.5"
"historical",1895,"Ca",282.728583822616,"ppmv CO2","2.5"
"historical",1896,"Ca",282.883107679156,"ppmv CO2","2.5"
"historical",1897,"Ca",283.048353583376,"ppmv CO2","2.5"
"historical",1898,"Ca",283.203771329316,"ppmv CO2","2.5"
"historical",1899,"Ca",283.34980548871,"ppmv CO2","2.5"
"historical",1900,"Ca",283.509375508066,"ppmv CO2","2.5"
"historical",1901,"Ca",283.692557241296,"ppmv CO2","2.5"
"historical",1902,"Ca",283.90197808631,"ppmv CO2","2.5"
"historical",1903,"Ca",284.124740447821,"ppmv CO2","2.5"
"historical",1904,"Ca",284.315643284838,"ppmv CO2","2.5"
"historical",1905,"Ca",284.461000166465,"ppmv CO2","2.5"
"historical",1906,"Ca",284.616733137417,"ppmv CO2","2.5"
"historical",1907,"Ca",284.841804457462,"ppmv CO2","2.5"
"historical",1908,"Ca",285.122689550086,"ppmv CO2","2.5"
"historical",1909,"Ca",285.411715546843,"ppmv CO2","2.5"
"historical",1910,"Ca",285.695460449363,"ppmv CO2","2.5"
"historical",1911,"Ca",285.994057073059,"ppmv CO2","2.5"
"historical",1912,"Ca",286.290364881724,"ppmv CO2","2.5"
"historical",1913,"Ca",286.577062276812,"ppmv CO2","2.5"
"historical",1914,"Ca",286.84317643376,"ppmv CO2","2.5"
"historical",1915,"Ca",287.065122003746,"ppmv CO2","2.5"
"historical",1916,"Ca",287.269200329992,"ppmv CO2","2.5"
"historical",1917,"Ca",287.499395884632,"ppmv CO2","2.5"
"historical",1918,"Ca",287.76228317443,"ppmv CO2","2.5"
"historical",1919,"Ca",288.03131756723,"ppmv CO2","2.5"
"historical",1920,"Ca",288.263215734342,"ppmv CO2","2.5"
"historical",1921,"Ca",288.49273460157,"ppmv CO2","2.5"
"historical",1922,"Ca",288.715927306362,"ppmv CO2","2.5"
"historical",1923,"Ca",288.914699771969,"ppmv CO2","2.5"
"historical",1924,"Ca",289.153508284418,"ppmv CO2","2.5"
"historical",1925,"Ca",289.418689665568,"ppmv CO2","2.5"
"historical",1926,"Ca",289.679495599134,"ppmv CO2","2.5"
"historical",1927,"Ca",289.937768066971,"ppmv CO2","2.5"
"historical",1928,"Ca",290.218718904837,"ppmv CO2","2.5"
"historical",1929,"Ca",290.518781287537,"ppmv CO2","2.5"
"historical",1930,"Ca",290.829966761566,"ppmv CO2","2.5"
"historical",1931,"Ca",291.142279481362,"ppmv CO2","2.5"
"historical",1932,"Ca",291.415376312605,"ppmv CO2","2.5"
"historical",1933,"Ca",291.619249682427,"ppmv CO2","2.5"
"historical",1934,"Ca",291.788517413996,"ppmv CO2","2.5"
"historical",1935,"Ca",291.981847731736,"ppmv CO2","2.5"
"historical",1936,"Ca",292.201486185513,"ppmv CO2","2.5"
"historical",1937,"Ca",292.453587602718,"ppmv CO2","2.5"
"historical",1938,"Ca",292.737215035234,"ppmv CO2","2.5"
"historical",1939,"Ca",293.010475781529,"ppmv CO2","2.5"
"historical",1940,"Ca",293.271899354761,"ppmv CO2","2.5"
"historical",1941,"Ca",293.559107246423,"ppmv CO2","2.5"
"historical",1942,"Ca",293.865440283339,"ppmv CO2","2.5"
"historical",1943,"Ca",294.175647842103,"ppmv CO2","2.5"
"historical",1944,"Ca",294.493003487453,"ppmv CO2","2.5"
"historical",1945,"Ca",294.810690036707,"ppmv CO2","2.5"
"historical",1946,"Ca",295.071667824417,"ppmv CO2","2.5"
"historical",1947,"Ca",295.317522442703,"ppmv CO2","2.5"
"historical",1948,"Ca",295.637364330952,"ppmv CO2","2.5"
"historical",1949,"Ca",296.005877110657,"ppmv CO2","2.5"
"historical",1950,"Ca",296.370072568172,"ppmv CO2","2.5"
"historical",1951,"Ca",296.765453985459,"ppmv CO2","2.5"
