"scenario","year","variable","value","units","v"
"historical",1958,"veg_c",550.335399991245,"Pg C","3.0"
"historical",1959,"veg_c",550.357658518082,"Pg C","3.0"
"historical",1960,"veg_c",550.405546268355,"Pg C","3.0"
"historical",1961,"veg_c",550.469575992627,"Pg C","3.0"
"historical",1962,"veg_c",550.532406178135,"Pg C","3.0"
"historical",1963,"veg_c",550.610471027056,"Pg C","3.0"
"historical",1964,"veg_c",550.699432886399,"Pg C","3.0"
"historical",1965,"veg_c",550.799911390578,"Pg C","3.0"
"historical",1966,"veg_c",550.903307593971,"Pg C","3.0"
"historical",1967,"veg_c",551.018189447597,"Pg C","3.0"
"historical",1968,"veg_c",551.138763401112,"Pg C","3.0"
"historical",1969,"veg_c",551.285618160324,"Pg C","3.0"
"historical",1970,"veg_c",551.449870347975,"Pg C","3.0"
"historical",1971,"veg_c",551.635124035527,"Pg C","3.0"
"historical",1972,"veg_c",551.867418240677,"Pg C","3.0"
"historical",1973,"veg_c",552.134905699966,"Pg C","3.0"
"historical",1974,"veg_c",552.422446267609,"Pg C","3.0"
"historical",1975,"veg_c",552.736358666805,"Pg C","3.0"
"historical",1976,"veg_c",553.065167946207,"Pg C","3.0"
"historical",1977,"veg_c",553.40492456772,"Pg C","3.0"
"historical",1978,"veg_c",553.755213490746,"Pg C","3.0"
"historical",1979,"veg_c",554.135576382601,"Pg C","3.0"
"historical",1980,"veg_c",554.545370163949,"Pg C","3.0"
"historical",1981,"veg_c",554.975715788875,"Pg C","3.0"
"historical",1982,"veg_c",555.419778924646,"Pg C","3.0"
"historical",1983,"veg_c",555.875334552236,"Pg C","3.0"
"historical",1984,"veg_c",556.30283487307,"Pg C","3.0"
"historical",1985,"veg_c",556.732531016953,"Pg C","3.0"
"historical",1986,"veg_c",557.164189744232,"Pg C","3.0"
"historical",1987,"veg_c",557.60082641714,"Pg C","3.0"
"historical",1988,"veg_c",558.052995243688,"Pg C","3.0"
"historical",1989,"veg_c",558.518465757921,"Pg C","3.0"
"historical",1990,"veg_c",558.994696849376,"Pg C","3.0"
"historical",1991,"veg_c",559.503947998,"Pg C","3.0"
"historical",1992,"veg_c",559.983233166829,"Pg C","3.0"
"historical",1993,"veg_c",560.462327000173,"Pg C","3.0"
"historical",1994,"veg_c",560.969003139023,"Pg C","3.0"
"historical",1995,"veg_c",561.473975331631,"Pg C","3.0"
"historical",1996,"veg_c",561.976156086804,"Pg C","3.0"
"historical",1997,"veg_c",562.47681246742,"Pg C","3.0"
"historical",1998,"veg_c",562.799418730065,"Pg C","3.0"
"historical",1999,"veg_c",563.224231278278,"Pg C","3.0"
"historical",2000,"veg_c",563.675900630097,"Pg C","3.0"
"historical",2001,"veg_c",564.131247643005,"Pg C","3.0"
"historical",2002,"veg_c",564.624812404847,"Pg C","3.0"
"historical",2003,"veg_c",565.08673863041,"Pg C","3.0"
"historical",2004,"veg_c",565.576214261951,"Pg C","3.0"
"historical",2005,"veg_c",566.033556382834,"Pg C","3.0"
"historical",2006,"veg_c",566.492431543758,"Pg C","3.0"
"historical",2007,"veg_c",566.938176513776,"Pg C","3.0"
"historical",2008,"veg_c",567.412893232914,"Pg C","3.0"
"historical",2009,"veg_c",567.958098960123,"Pg C","3.0"
"historical",2010,"veg_c",568.495892698767,"Pg C","3.0"
"historical",2011,"veg_c",569.012574222277,"Pg C","3.0"
"historical",2012,"veg_c",569.531116582228,"Pg C","3.0"
"historical",2013,"veg_c",570.046675961879,"Pg C","3.0"
"historical",2014,"veg_c",570.581683772229,"Pg C","3.0"
"historical",2015,"veg_c",571.089529337339,"Pg C","3.0"
"historical",2016,"veg_c",571.633293502266,"Pg C","3.0"
"historical",2017,"veg_c",572.19066347353,"Pg C","3.0"
"historical",2018,"veg_c",572.773997921592,"Pg C","3.0"
"historical",2019,"veg_c",573.368119268134,"Pg C","3.0"
"historical",2020,"veg_c",573.973191774215,"Pg C","3.0"
"historical",1750,"global_tas",0,"degC","3.0"
"historical",1751,"global_tas",0.000796959782180074,"degC","3.0"
"historical",1752,"global_tas",0.00212387491090078,"degC","3.0"
"historical",1753,"global_tas",0.00316188453838867,"degC","3.0"
"historical",1754,"global_tas",0.0034643127006347,"degC","3.0"
"historical",1755,"global_tas",0.00203976491855046,"degC","3.0"
"historical",1756,"global_tas",-0.0201356526973759,"degC","3.0"
"historical",1757,"global_tas",-0.0284580987347667,"degC","3.0"
"historical",1758,"global_tas",-0.024420207629829,"degC","3.0"
"historical",1759,"global_tas",-0.0179552524562173,"degC","3.0"
"historical",1760,"global_tas",-0.0126967067040289,"degC","3.0"
"historical",1761,"global_tas",-0.00821434022257878,"degC","3.0"
"historical",1762,"global_tas",-0.089785103201638,"degC","3.0"
"historical",1763,"global_tas",-0.138495474934378,"degC","3.0"
"historical",1764,"global_tas",-0.129625220706918,"degC","3.0"
"historical",1765,"global_tas",-0.105095878773764,"degC","3.0"
"historical",1766,"global_tas",-0.113489895375055,"degC","3.0"
"historical",1767,"global_tas",-0.130592450072269,"degC","3.0"
"historical",1768,"global_tas",-0.120808710728464,"degC","3.0"
"historical",1769,"global_tas",-0.0996831687101337,"degC","3.0"
"historical",1770,"global_tas",-0.0923651014808329,"degC","3.0"
"historical",1771,"global_tas",-0.0833917597840317,"degC","3.0"
"historical",1772,"global_tas",-0.0693991608520863,"degC","3.0"
"historical",1773,"global_tas",-0.0559958796560881,"degC","3.0"
"historical",1774,"global_tas",-0.0461235090184283,"degC","3.0"
"historical",1775,"global_tas",-0.037731243859253,"degC","3.0"
"historical",1776,"global_tas",-0.0305762266009665,"degC","3.0"
"historical",1777,"global_tas",-0.0250938953816146,"degC","3.0"
"historical",1778,"global_tas",-0.0209356283151917,"degC","3.0"
"historical",1779,"global_tas",-0.0170155119687961,"degC","3.0"
"historical",1780,"global_tas",-0.0142859331174861,"degC","3.0"
"historical",1781,"global_tas",-0.0114668831224457,"degC","3.0"
"historical",1782,"global_tas",-0.00880063877511405,"degC","3.0"
"historical",1783,"global_tas",-0.175257463459839,"degC","3.0"
"historical",1784,"global_tas",-0.504094915183142,"degC","3.0"
"historical",1785,"global_tas",-0.572469950891164,"degC","3.0"
"historical",1786,"global_tas",-0.507963179691662,"degC","3.0"
"historical",1787,"global_tas",-0.419790991398847,"degC","3.0"
"historical",1788,"global_tas",-0.339477365523424,"degC","3.0"
"historical",1789,"global_tas",-0.274937974541502,"degC","3.0"
"historical",1790,"global_tas",-0.225843046179469,"degC","3.0"
"historical",1791,"global_tas",-0.187923315687684,"degC","3.0"
"historical",1792,"global_tas",-0.158342757257576,"degC","3.0"
"historical",1793,"global_tas",-0.135261226830721,"degC","3.0"
"historical",1794,"global_tas",-0.118037059059771,"degC","3.0"
"historical",1795,"global_tas",-0.103477807773523,"degC","3.0"
"historical",1796,"global_tas",-0.103119310056594,"degC","3.0"
"historical",1797,"global_tas",-0.113329950368319,"degC","3.0"
"historical",1798,"global_tas",-0.112003797411854,"degC","3.0"
"historical",1799,"global_tas",-0.100440631540595,"degC","3.0"
"historical",1800,"global_tas",-0.0875979093832668,"degC","3.0"
"historical",1801,"global_tas",-0.0758405868685587,"degC","3.0"
"historical",1802,"global_tas",-0.0661221698216218,"degC","3.0"
"historical",1803,"global_tas",-0.0575876987434184,"degC","3.0"
"historical",1804,"global_tas",-0.0498785257883567,"degC","3.0"
"historical",1805,"global_tas",-0.0440866864396461,"degC","3.0"
"historical",1806,"global_tas",-0.0387531046513439,"degC","3.0"
"historical",1807,"global_tas",-0.0341874468712456,"degC","3.0"
"historical",1808,"global_tas",-0.0310097466122178,"degC","3.0"
"historical",1809,"global_tas",-0.362435941859943,"degC","3.0"
"historical",1810,"global_tas",-0.56645518418815,"degC","3.0"
"historical",1811,"global_tas",-0.542985659618617,"degC","3.0"
"historical",1812,"global_tas",-0.448658983407211,"degC","3.0"
"historical",1813,"global_tas",-0.359335172028785,"degC","3.0"
"historical",1814,"global_tas",-0.290278631626171,"degC","3.0"
"historical",1815,"global_tas",-0.56933525099959,"degC","3.0"
"historical",1816,"global_tas",-0.926609917125064,"degC","3.0"
"historical",1817,"global_tas",-0.936904908640387,"degC","3.0"
"historical",1818,"global_tas",-0.795232679574614,"degC","3.0"
"historical",1819,"global_tas",-0.648094870331018,"degC","3.0"
"historical",1820,"global_tas",-0.529815753153819,"degC","3.0"
"historical",1821,"global_tas",-0.44919496349283,"degC","3.0"
"historical",1822,"global_tas",-0.390357802893994,"degC","3.0"
"historical",1823,"global_tas",-0.376321309894799,"degC","3.0"
"historical",1824,"global_tas",-0.34626728465153,"degC","3.0"
"historical",1825,"global_tas",-0.30466316785284,"degC","3.0"
"historical",1826,"global_tas",-0.264982577616028,"degC","3.0"
"historical",1827,"global_tas",-0.231738264860781,"degC","3.0"
"historical",1828,"global_tas",-0.205432013399493,"degC","3.0"
"historical",1829,"global_tas",-0.183170612501677,"degC","3.0"
"historical",1830,"global_tas",-0.164494013884926,"degC","3.0"
"historical",1831,"global_tas",-0.376732067036261,"degC","3.0"
"historical",1832,"global_tas",-0.500900313945336,"degC","3.0"
"historical",1833,"global_tas",-0.473557641600002,"degC","3.0"
"historical",1834,"global_tas",-0.401429669872953,"degC","3.0"
"historical",1835,"global_tas",-0.500665782513564,"degC","3.0"
"historical",1836,"global_tas",-0.547556403509446,"degC","3.0"
"historical",1837,"global_tas",-0.494538779428836,"degC","3.0"
"historical",1838,"global_tas",-0.416718127338135,"degC","3.0"
"historical",1839,"global_tas",-0.347675817210516,"degC","3.0"
"historical",1840,"global_tas",-0.292936778333127,"degC","3.0"
"historical",1841,"global_tas",-0.250235549174348,"degC","3.0"
"historical",1842,"global_tas",-0.216299651721803,"degC","3.0"
"historical",1843,"global_tas",-0.188180251164895,"degC","3.0"
"historical",1844,"global_tas",-0.164635043663608,"degC","3.0"
"historical",1845,"global_tas",-0.145631051978925,"degC","3.0"
"historical",1846,"global_tas",-0.14602777404952,"degC","3.0"
"historical",1847,"global_tas",-0.142185133175109,"degC","3.0"
"historical",1848,"global_tas",-0.129266154627083,"degC","3.0"
"historical",1849,"global_tas",-0.113527085845921,"degC","3.0"
"historical",1850,"global_tas",-0.099044822415503,"degC","3.0"
"historical",1851,"global_tas",-0.0853387510877649,"degC","3.0"
"historical",1852,"global_tas",-0.0733147579134951,"degC","3.0"
"historical",1853,"global_tas",-0.0784232037340293,"degC","3.0"
"historical",1854,"global_tas",-0.0873726767573247,"degC","3.0"
"historical",1855,"global_tas",-0.080082232793292,"degC","3.0"
"historical",1856,"global_tas",-0.0702540002921916,"degC","3.0"
"historical",1857,"global_tas",-0.0780080168873279,"degC","3.0"
"historical",1858,"global_tas",-0.0732977501739387,"degC","3.0"
"historical",1859,"global_tas",-0.0600340110102853,"degC","3.0"
"historical",1860,"global_tas",-0.0464796498748595,"degC","3.0"
"historical",1861,"global_tas",-0.0406793650352744,"degC","3.0"
"historical",1862,"global_tas",-0.106010704205442,"degC","3.0"
"historical",1863,"global_tas",-0.130389838602355,"degC","3.0"
"historical",1864,"global_tas",-0.112153242207092,"degC","3.0"
"historical",1865,"global_tas",-0.0854185575965053,"degC","3.0"
"historical",1866,"global_tas",-0.0613117784361442,"degC","3.0"
"historical",1867,"global_tas",-0.0425047752508648,"degC","3.0"
"historical",1868,"global_tas",-0.0283007738519886,"degC","3.0"
"historical",1869,"global_tas",-0.0161938933151123,"degC","3.0"
"historical",1870,"global_tas",-0.00645419957814475,"degC","3.0"
"historical",1871,"global_tas",0.00261772129359153,"degC","3.0"
"historical",1872,"global_tas",0.0108780407672867,"degC","3.0"
"historical",1873,"global_tas",-0.00208855253459057,"degC","3.0"
"historical",1874,"global_tas",-0.00319030264747144,"degC","3.0"
"historical",1875,"global_tas",0.0018342416698626,"degC","3.0"
"historical",1876,"global_tas",0.00725923029249279,"degC","3.0"
"historical",1877,"global_tas",0.0158289672567342,"degC","3.0"
"historical",1878,"global_tas",0.0249999017060741,"degC","3.0"
"historical",1879,"global_tas",0.0324819500324719,"degC","3.0"
"historical",1880,"global_tas",0.0350791234894771,"degC","3.0"
"historical",1881,"global_tas",0.0370200681934139,"degC","3.0"
"historical",1882,"global_tas",0.0431549893267562,"degC","3.0"
"historical",1883,"global_tas",0.00142817230203407,"degC","3.0"
"historical",1884,"global_tas",-0.177824909355073,"degC","3.0"
"historical",1885,"global_tas",-0.22323156410623,"degC","3.0"
"historical",1886,"global_tas",-0.182438699012756,"degC","3.0"
"historical",1887,"global_tas",-0.142102547557737,"degC","3.0"
"historical",1888,"global_tas",-0.101182058292475,"degC","3.0"
"historical",1889,"global_tas",-0.0644292824245948,"degC","3.0"
"historical",1890,"global_tas",-0.0485942566347307,"degC","3.0"
"historical",1891,"global_tas",-0.054181613450022,"degC","3.0"
"historical",1892,"global_tas",-0.0425909453247525,"degC","3.0"
"historical",1893,"global_tas",-0.0195589058291355,"degC","3.0"
"historical",1894,"global_tas",-0.000860037268949518,"degC","3.0"
"historical",1895,"global_tas",0.0136264285510181,"degC","3.0"
"historical",1896,"global_tas",0.0256070363717889,"degC","3.0"
"historical",1897,"global_tas",0.0348955034569294,"degC","3.0"
"historical",1898,"global_tas",0.0425037222018322,"degC","3.0"
"historical",1899,"global_tas",0.0475473745754628,"degC","3.0"
"historical",1900,"global_tas",0.0517487743606767,"degC","3.0"
"historical",1901,"global_tas",0.0560455459783431,"degC","3.0"
"historical",1902,"global_tas",0.0505630080881885,"degC","3.0"
"historical",1903,"global_tas",-0.0303629320821518,"degC","3.0"
"historical",1904,"global_tas",-0.0614404672649217,"degC","3.0"
"historical",1905,"global_tas",-0.0441570182778805,"degC","3.0"
"historical",1906,"global_tas",-0.0182863009529251,"degC","3.0"
"historical",1907,"global_tas",-0.0121762225989531,"degC","3.0"
"historical",1908,"global_tas",-0.00289865509167094,"degC","3.0"
"historical",1909,"global_tas",0.011634057655208,"degC","3.0"
"historical",1910,"global_tas",0.0223517589480978,"degC","3.0"
"historical",1911,"global_tas",0.0317345055629911,"degC","3.0"
"historical",1912,"global_tas",-0.00215902097130509,"degC","3.0"
"historical",1913,"global_tas",-0.0412175988677914,"degC","3.0"
"historical",1914,"global_tas",-0.0368820117846146,"degC","3.0"
"historical",1915,"global_tas",-0.0127779129715738,"degC","3.0"
"historical",1916,"global_tas",0.00721174571991318,"degC","3.0"
"historical",1917,"global_tas",0.0207275449721295,"degC","3.0"
"historical",1918,"global_tas",0.0313370521418582,"degC","3.0"
"historical",1919,"global_tas",0.0447809952921517,"degC","3.0"
"historical",1920,"global_tas",0.0538784668904578,"degC","3.0"
"historical",1921,"global_tas",0.06667582070347,"degC","3.0"
"historical",1922,"global_tas",0.0679330645479873,"degC","3.0"
"historical",1923,"global_tas",0.0659296251557949,"degC","3.0"
"historical",1924,"global_tas",0.0730487858011713,"degC","3.0"
"historical",1925,"global_tas",0.0807519122764527,"degC","3.0"
"historical",1926,"global_tas",0.0874398335267051,"degC","3.0"
